OBJECTID,GEOID,STATE,COUNTY,NAME,STUSAB,STATE_NAME,ALL_PERMITS_1980,ALL_PERMITS_1981,ALL_PERMITS_1982,ALL_PERMITS_1983,ALL_PERMITS_1984,ALL_PERMITS_1985,ALL_PERMITS_1986,ALL_PERMITS_1987,ALL_PERMITS_1988,ALL_PERMITS_1989,ALL_PERMITS_1990,ALL_PERMITS_1991,ALL_PERMITS_1992,ALL_PERMITS_1993,ALL_PERMITS_1994,ALL_PERMITS_1995,ALL_PERMITS_1996,ALL_PERMITS_1997,ALL_PERMITS_1998,ALL_PERMITS_1999,ALL_PERMITS_2000,ALL_PERMITS_2001,ALL_PERMITS_2002,ALL_PERMITS_2003,ALL_PERMITS_2004,ALL_PERMITS_2005,ALL_PERMITS_2006,ALL_PERMITS_2007,ALL_PERMITS_2008,ALL_PERMITS_2009,ALL_PERMITS_2010,ALL_PERMITS_2011,ALL_PERMITS_2012,ALL_PERMITS_2013,ALL_PERMITS_2014,ALL_PERMITS_2015,ALL_PERMITS_2016,ALL_PERMITS_2017,ALL_PERMITS_2018,ALL_PERMITS_2019,ALL_PERMITS_2020,ALL_PERMITS_2021,ALL_PERMITS_2022
1502,47085,47,85,Humphreys,TN,Tennessee,19.0,19.0,72.0,9.0,5.0,7.0,17.0,14.0,12.0,18.0,15.0,16.0,26.0,25.0,22.0,27.0,37.0,25.0,30.0,35.0,20.0,25.0,59.0,26.0,29.0,32.0,25.0,23.0,8.0,17.0,58.0,1.0,4.0,3.0,10.0,10.0,8.0,10.0,11.0,10.0,14.0,20,43.0
1521,47127,47,127,Moore,TN,Tennessee,0.0,0.0,0.0,1.0,2.0,4.0,0.0,25.0,37.0,29.0,27.0,22.0,15.0,22.0,55.0,64.0,72.0,9.0,42.0,50.0,70.0,47.0,38.0,44.0,47.0,66.0,72.0,52.0,34.0,29.0,22.0,16.0,17.0,23.0,27.0,27.0,32.0,19.0,21.0,23.0,25.0,30,32.0
1522,47083,47,83,Houston,TN,Tennessee,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1,2.0
1523,47179,47,179,Washington,TN,Tennessee,535.0,374.0,358.0,227.0,175.0,170.0,253.0,194.0,257.0,243.0,220.0,304.0,374.0,511.0,410.0,480.0,541.0,563.0,561.0,341.0,483.0,346.0,711.0,850.0,773.0,970.0,1247.0,761.0,909.0,398.0,598.0,317.0,490.0,744.0,654.0,575.0,355.0,574.0,501.0,587.0,880.0,632,823.0
1541,47101,47,101,Lewis,TN,Tennessee,20.0,9.0,3.0,7.0,42.0,8.0,16.0,21.0,6.0,5.0,6.0,5.0,4.0,6.0,7.0,7.0,8.0,10.0,9.0,10.0,9.0,10.0,4.0,4.0,8.0,5.0,2.0,2.0,12.0,3.0,4.0,6.0,0.0,1.0,5.0,5.0,6.0,7.0,83.0,90.0,18.0,30,15.0
1559,47031,47,31,Coffee,TN,Tennessee,247.0,78.0,37.0,134.0,68.0,87.0,100.0,110.0,173.0,142.0,153.0,108.0,98.0,127.0,119.0,118.0,130.0,119.0,137.0,89.0,224.0,109.0,170.0,173.0,197.0,545.0,516.0,492.0,274.0,144.0,70.0,62.0,89.0,112.0,129.0,132.0,206.0,316.0,262.0,330.0,214.0,210,261.0
1630,47093,47,93,Knox,TN,Tennessee,2324.0,1461.0,1934.0,1601.0,1104.0,2299.0,1954.0,2636.0,2097.0,2501.0,2401.0,2368.0,2791.0,3210.0,3157.0,3343.0,4132.0,3326.0,2824.0,2910.0,2814.0,2901.0,2983.0,2961.0,4183.0,3836.0,3994.0,3357.0,1895.0,1399.0,1606.0,741.0,1299.0,1500.0,1912.0,1737.0,2122.0,2798.0,2398.0,2028.0,2978.0,2831,2503.0
1631,47025,47,25,Claiborne,TN,Tennessee,132.0,108.0,171.0,148.0,199.0,144.0,163.0,144.0,155.0,137.0,129.0,143.0,126.0,132.0,167.0,200.0,248.0,253.0,301.0,274.0,254.0,248.0,267.0,193.0,192.0,175.0,173.0,139.0,124.0,113.0,108.0,89.0,50.0,78.0,125.0,87.0,99.0,115.0,93.0,75.0,75.0,81,82.0
1817,47069,47,69,Hardeman,TN,Tennessee,19.0,61.0,3.0,17.0,17.0,17.0,16.0,16.0,17.0,30.0,31.0,23.0,23.0,20.0,16.0,16.0,108.0,94.0,129.0,119.0,97.0,88.0,87.0,72.0,77.0,85.0,95.0,101.0,50.0,41.0,41.0,24.0,26.0,28.0,23.0,88.0,24.0,24.0,24.0,27.0,32.0,45,53.0
1820,47065,47,65,Hamilton,TN,Tennessee,1830.0,799.0,920.0,1716.0,1557.0,3479.0,2706.0,3074.0,2086.0,1486.0,1032.0,1158.0,1320.0,1482.0,1620.0,1526.0,1661.0,1894.0,1672.0,1705.0,1426.0,1739.0,1699.0,2011.0,2074.0,2200.0,2271.0,1835.0,965.0,796.0,817.0,1095.0,1082.0,1574.0,2036.0,1639.0,2049.0,2133.0,1687.0,2013.0,2364.0,2804,2344.0
1822,47177,47,177,Warren,TN,Tennessee,9.0,8.0,12.0,13.0,22.0,76.0,27.0,24.0,89.0,96.0,52.0,48.0,48.0,62.0,41.0,63.0,82.0,111.0,77.0,153.0,59.0,31.0,20.0,31.0,78.0,29.0,29.0,37.0,124.0,13.0,9.0,42.0,40.0,55.0,52.0,52.0,70.0,77.0,88.0,105.0,115.0,316,260.0
1839,47139,47,139,Polk,TN,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,113.0,160.0,158.0,215.0,62.0,100.0,101.0,102.0,121.0,137.0,142.0,154.0,164.0,184.0,192.0,198.0,213.0,247,213.0
1933,47053,47,53,Gibson,TN,Tennessee,45.0,24.0,89.0,36.0,144.0,74.0,40.0,53.0,93.0,57.0,148.0,165.0,141.0,137.0,164.0,149.0,153.0,162.0,218.0,214.0,151.0,166.0,172.0,180.0,246.0,285.0,382.0,279.0,180.0,157.0,132.0,161.0,104.0,171.0,108.0,98.0,95.0,93.0,109.0,145.0,165.0,194,150.0
1934,47077,47,77,Henderson,TN,Tennessee,19.0,7.0,128.0,54.0,27.0,15.0,19.0,32.0,41.0,35.0,30.0,30.0,38.0,43.0,47.0,93.0,89.0,74.0,92.0,73.0,27.0,25.0,28.0,32.0,29.0,33.0,33.0,19.0,9.0,17.0,53.0,9.0,30.0,6.0,1.0,9.0,4.0,8.0,16.0,16.0,10.0,20,20.0
1960,47007,47,7,Bledsoe,TN,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1961,47143,47,143,Rhea,TN,Tennessee,46.0,44.0,5.0,4.0,4.0,16.0,18.0,17.0,18.0,22.0,28.0,22.0,16.0,19.0,13.0,16.0,153.0,114.0,148.0,146.0,122.0,133.0,145.0,197.0,178.0,129.0,160.0,141.0,114.0,63.0,52.0,44.0,44.0,91.0,62.0,12.0,85.0,97.0,101.0,209.0,102.0,122,157.0
2037,47001,47,1,Anderson,TN,Tennessee,583.0,331.0,493.0,349.0,429.0,377.0,420.0,373.0,363.0,487.0,394.0,277.0,378.0,388.0,389.0,237.0,274.0,230.0,272.0,216.0,212.0,220.0,330.0,308.0,276.0,304.0,340.0,279.0,165.0,111.0,146.0,64.0,70.0,103.0,173.0,120.0,128.0,141.0,198.0,164.0,436.0,458,396.0
2039,47013,47,13,Campbell,TN,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,54.0,50.0,60.0,88.0,61.0,67.0,46.0,80.0,61.0,43.0,25.0,47.0,40.0,60.0,228.0,188.0,135.0,132.0,131.0,159.0,151.0,191.0,211.0,239.0,264.0,266.0,337.0,388,129.0
2041,47029,47,29,Cocke,TN,Tennessee,7.0,26.0,2.0,3.0,5.0,5.0,5.0,44.0,58.0,49.0,45.0,37.0,44.0,41.0,40.0,40.0,37.0,39.0,36.0,36.0,6.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,5.0,3.0,0,0.0
2099,47015,47,15,Cannon,TN,Tennessee,62.0,13.0,6.0,24.0,0.0,58.0,4.0,2.0,7.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,14.0,17.0,9.0,7.0,5.0,9.0,8.0,5.0,3.0,7.0,9.0,11.0,12.0,11.0,11.0,13.0,15.0,7.0,30.0,3.0,28,135.0
2110,47081,47,81,Hickman,TN,Tennessee,129.0,3.0,1.0,3.0,3.0,5.0,3.0,6.0,23.0,10.0,12.0,15.0,6.0,18.0,24.0,27.0,25.0,33.0,27.0,10.0,0.0,4.0,28.0,8.0,5.0,4.0,4.0,0.0,3.0,1.0,0.0,25.0,6.0,32.0,50.0,53.0,55.0,67.0,73.0,110.0,84.0,131,124.0
2111,47187,47,187,Williamson,TN,Tennessee,538.0,324.0,514.0,1003.0,830.0,1213.0,1154.0,898.0,1168.0,885.0,653.0,812.0,1095.0,1311.0,1296.0,1519.0,2407.0,2044.0,1916.0,1721.0,1205.0,1347.0,1560.0,1771.0,1947.0,1941.0,1689.0,1083.0,544.0,450.0,569.0,1061.0,1532.0,1386.0,1902.0,2304.0,2759.0,2859.0,2121.0,2467.0,2284.0,2980,2254.0
2143,47151,47,151,Scott,TN,Tennessee,2.0,7.0,67.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,6.0,11.0,5.0,20.0,4.0,4.0,4.0,0.0,4.0,10.0,19.0,13.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,2.0,3.0,4.0,4.0,3.0,9.0,6.0,3.0,8,16.0
2144,47067,47,67,Hancock,TN,Tennessee,0.0,0.0,53.0,7.0,3.0,5.0,4.0,5.0,1.0,4.0,49.0,46.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0
2159,47087,47,87,Jackson,TN,Tennessee,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2167,47045,47,45,Dyer,TN,Tennessee,300.0,276.0,87.0,60.0,114.0,162.0,189.0,329.0,257.0,182.0,152.0,132.0,173.0,182.0,212.0,228.0,292.0,210.0,264.0,235.0,274.0,120.0,138.0,125.0,140.0,90.0,135.0,89.0,68.0,47.0,58.0,48.0,56.0,54.0,56.0,64.0,76.0,64.0,79.0,65.0,66.0,62,63.0
2171,47027,47,27,Clay,TN,Tennessee,9.0,43.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,27,26.0
2173,47121,47,121,Meigs,TN,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,8.0,7.0,8.0,5.0,88.0,40.0,60.0,111.0,95.0,63.0,40.0,34.0,28.0,21.0,27.0,45.0,45.0,53.0,36.0,40.0,55.0,72.0,132,95.0
2184,47099,47,99,Lawrence,TN,Tennessee,31.0,27.0,30.0,26.0,32.0,42.0,30.0,24.0,27.0,21.0,27.0,30.0,47.0,33.0,54.0,36.0,31.0,14.0,18.0,46.0,15.0,5.0,36.0,11.0,16.0,11.0,11.0,9.0,55.0,7.0,4.0,4.0,7.0,10.0,10.0,8.0,11.0,11.0,11.0,10.0,9.0,18,22.0
2193,47117,47,117,Marshall,TN,Tennessee,88.0,30.0,1.0,8.0,8.0,9.0,56.0,153.0,223.0,178.0,169.0,254.0,191.0,168.0,172.0,165.0,257.0,252.0,187.0,205.0,152.0,329.0,172.0,216.0,232.0,264.0,260.0,163.0,179.0,112.0,66.0,48.0,57.0,99.0,102.0,107.0,155.0,143.0,162.0,161.0,189.0,236,239.0
2194,47003,47,3,Bedford,TN,Tennessee,15.0,43.0,14.0,32.0,51.0,97.0,49.0,88.0,145.0,57.0,52.0,21.0,34.0,42.0,56.0,49.0,68.0,85.0,31.0,64.0,61.0,194.0,244.0,305.0,584.0,459.0,374.0,222.0,183.0,196.0,127.0,58.0,66.0,74.0,171.0,161.0,191.0,237.0,258.0,313.0,335.0,390,458.0
2195,47189,47,189,Wilson,TN,Tennessee,250.0,158.0,277.0,762.0,545.0,645.0,1057.0,1424.0,738.0,706.0,575.0,457.0,541.0,699.0,821.0,857.0,1345.0,1055.0,1073.0,1125.0,824.0,852.0,945.0,1384.0,1089.0,1428.0,1173.0,1247.0,1135.0,511.0,928.0,677.0,792.0,1086.0,1549.0,1357.0,1381.0,2236.0,1383.0,1912.0,2349.0,2371,2349.0
2227,47171,47,171,Unicoi,TN,Tennessee,7.0,8.0,61.0,15.0,3.0,6.0,4.0,10.0,52.0,8.0,10.0,6.0,6.0,6.0,2.0,13.0,17.0,14.0,20.0,16.0,8.0,13.0,6.0,74.0,28.0,8.0,6.0,14.0,6.0,9.0,15.0,2.0,59.0,7.0,8.0,4.0,18.0,9.0,7.0,4.0,14.0,7,30.0
2228,47019,47,19,Carter,TN,Tennessee,130.0,28.0,31.0,34.0,88.0,17.0,22.0,39.0,29.0,30.0,31.0,21.0,38.0,16.0,20.0,46.0,34.0,43.0,26.0,95.0,17.0,37.0,30.0,20.0,300.0,287.0,187.0,200.0,142.0,106.0,143.0,80.0,61.0,97.0,51.0,110.0,160.0,113.0,127.0,127.0,157.0,180,171.0
2229,47091,47,91,Johnson,TN,Tennessee,20.0,11.0,0.0,2.0,5.0,2.0,5.0,3.0,8.0,1.0,87.0,36.0,204.0,34.0,41.0,34.0,42.0,42.0,62.0,71.0,82.0,93.0,106.0,102.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7.0
2280,47043,47,43,Dickson,TN,Tennessee,99.0,64.0,115.0,72.0,12.0,30.0,50.0,93.0,80.0,55.0,195.0,146.0,205.0,295.0,271.0,385.0,304.0,298.0,347.0,541.0,314.0,407.0,371.0,242.0,297.0,266.0,352.0,311.0,154.0,107.0,109.0,88.0,146.0,109.0,202.0,211.0,260.0,320.0,356.0,359.0,463.0,617,596.0
2377,47021,47,21,Cheatham,TN,Tennessee,154.0,104.0,123.0,154.0,167.0,274.0,359.0,429.0,374.0,321.0,335.0,282.0,300.0,338.0,376.0,447.0,481.0,556.0,369.0,371.0,236.0,252.0,325.0,367.0,291.0,258.0,295.0,231.0,142.0,282.0,50.0,45.0,49.0,61.0,107.0,121.0,173.0,293.0,292.0,344.0,257.0,407,301.0
2415,47103,47,103,Lincoln,TN,Tennessee,4.0,8.0,7.0,4.0,79.0,28.0,16.0,36.0,18.0,17.0,49.0,11.0,10.0,18.0,9.0,8.0,16.0,19.0,10.0,8.0,6.0,11.0,10.0,4.0,0.0,14.0,16.0,12.0,20.0,6.0,23.0,138.0,4.0,2.0,3.0,8.0,9.0,18.0,16.0,5.0,139.0,167,153.0
2480,47041,47,41,DeKalb,TN,Tennessee,87.0,105.0,81.0,77.0,6.0,10.0,16.0,14.0,16.0,14.0,16.0,7.0,5.0,5.0,33.0,30.0,15.0,23.0,7.0,4.0,10.0,9.0,8.0,25.0,25.0,25.0,74.0,25.0,11.0,7.0,6.0,5.0,6.0,54.0,38.0,51.0,62.0,68.0,101.0,109.0,121.0,147,146.0
2481,47129,47,129,Morgan,TN,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2814,47059,47,59,Greene,TN,Tennessee,205.0,105.0,71.0,205.0,177.0,183.0,179.0,183.0,121.0,174.0,116.0,112.0,168.0,218.0,258.0,274.0,348.0,356.0,291.0,310.0,282.0,279.0,297.0,348.0,393.0,489.0,378.0,292.0,185.0,122.0,136.0,107.0,128.0,143.0,94.0,105.0,127.0,132.0,171.0,137.0,210.0,260,237.0
2881,47035,47,35,Cumberland,TN,Tennessee,31.0,40.0,71.0,100.0,845.0,130.0,28.0,62.0,31.0,88.0,69.0,50.0,64.0,79.0,144.0,87.0,173.0,100.0,86.0,115.0,101.0,115.0,56.0,102.0,166.0,124.0,183.0,162.0,113.0,69.0,69.0,176.0,182.0,262.0,246.0,262.0,247.0,285.0,914.0,405.0,443.0,477,425.0
2887,47071,47,71,Hardin,TN,Tennessee,97.0,86.0,52.0,48.0,8.0,8.0,51.0,17.0,68.0,16.0,13.0,14.0,12.0,12.0,27.0,11.0,16.0,21.0,49.0,36.0,10.0,40.0,97.0,34.0,19.0,25.0,33.0,25.0,23.0,9.0,15.0,11.0,58.0,7.0,8.0,9.0,7.0,11.0,22.0,14.0,8.0,12,34.0
2890,47023,47,23,Chester,TN,Tennessee,27.0,24.0,133.0,161.0,161.0,137.0,119.0,92.0,89.0,22.0,41.0,34.0,24.0,34.0,44.0,48.0,41.0,55.0,84.0,75.0,63.0,34.0,40.0,39.0,40.0,115.0,45.0,42.0,27.0,30.0,27.0,11.0,19.0,14.0,8.0,13.0,20.0,24.0,21.0,25.0,20.0,13,32.0
3091,47119,47,119,Maury,TN,Tennessee,228.0,44.0,34.0,193.0,113.0,373.0,269.0,226.0,412.0,305.0,815.0,646.0,553.0,862.0,680.0,755.0,866.0,1024.0,734.0,862.0,754.0,930.0,1209.0,1387.0,1702.0,1936.0,1956.0,1293.0,628.0,367.0,341.0,402.0,542.0,689.0,784.0,875.0,1226.0,1512.0,1566.0,1522.0,1891.0,2397,1863.0
3102,47097,47,97,Lauderdale,TN,Tennessee,13.0,8.0,37.0,17.0,61.0,29.0,24.0,93.0,77.0,24.0,144.0,142.0,152.0,97.0,149.0,181.0,118.0,93.0,106.0,98.0,104.0,106.0,155.0,183.0,149.0,132.0,114.0,94.0,62.0,35.0,33.0,29.0,31.0,37.0,14.0,11.0,14.0,22.0,27.0,28.0,32.0,32,16.0
3171,47037,47,37,Davidson,TN,Tennessee,1916.0,1349.0,2302.0,7085.0,12780.0,10580.0,8322.0,3707.0,3944.0,1972.0,1692.0,1594.0,2030.0,2446.0,2979.0,3066.0,4887.0,4162.0,3335.0,3927.0,3087.0,3552.0,3465.0,4313.0,4808.0,5020.0,5128.0,5543.0,2369.0,1660.0,1608.0,1966.0,2963.0,4038.0,6413.0,8197.0,9566.0,6410.0,6934.0,9915.0,13324.0,16310,15163.0
3174,47011,47,11,Bradley,TN,Tennessee,566.0,299.0,340.0,618.0,622.0,568.0,588.0,558.0,669.0,743.0,388.0,443.0,477.0,551.0,633.0,604.0,650.0,945.0,704.0,549.0,510.0,504.0,525.0,614.0,746.0,666.0,683.0,604.0,384.0,251.0,449.0,274.0,289.0,314.0,547.0,578.0,368.0,455.0,484.0,557.0,500.0,543,711.0
3180,47125,47,125,Montgomery,TN,Tennessee,749.0,242.0,876.0,1167.0,906.0,957.0,1228.0,1196.0,1169.0,1178.0,833.0,1217.0,1501.0,1943.0,1960.0,2119.0,1796.0,1469.0,1281.0,1301.0,1343.0,1535.0,1544.0,1991.0,2500.0,2622.0,3003.0,1913.0,1325.0,1388.0,1800.0,1850.0,1729.0,1745.0,1446.0,1263.0,1531.0,1716.0,1723.0,2475.0,3634.0,4008,4005.0
